"missingExerciseId","missingExerciseName","sourceType","candidateExerciseId","candidateExerciseName","sourceImageUrls","confidence","reason","matchedBy","wouldApply","applied","notes"
"68","Alzate laterali ai cavi","manual_review","288","Cable Seated Lateral Raise","https://raw.githubusercontent.com/yuhonas/free-exercise-db/main/exercises/Cable_Seated_Lateral_Raise/0.jpg | https://raw.githubusercontent.com/yuhonas/free-exercise-db/main/exercises/Cable_Seated_Lateral_Raise/1.jpg","medium","muscolo principale compatibile; attrezzatura compatibile; categoria compatibile; movimento compatibile; 2 immagini disponibili","metadata","true","true","primary ok; equipment ok; category ok; movement ok; score=0.5867; allowlist approvata"
"69","Alzate laterali macchina","manual_review","739","Reverse Machine Flyes","https://raw.githubusercontent.com/yuhonas/free-exercise-db/main/exercises/Reverse_Machine_Flyes/0.jpg | https://raw.githubusercontent.com/yuhonas/free-exercise-db/main/exercises/Reverse_Machine_Flyes/1.jpg","medium","muscolo principale compatibile; attrezzatura compatibile; categoria compatibile; movimento compatibile; 2 immagini disponibili","metadata","false","false","primary ok; equipment ok; category ok; movement ok; score=0.596"
"70","Alzate frontali","manual_review","16","Alzate laterali manubri","https://raw.githubusercontent.com/yuhonas/free-exercise-db/main/exercises/Side_Lateral_Raise/0.jpg | https://raw.githubusercontent.com/yuhonas/free-exercise-db/main/exercises/Side_Lateral_Raise/1.jpg","medium","muscolo principale compatibile; attrezzatura compatibile; categoria compatibile; movimento compatibile; 2 immagini disponibili","metadata","false","false","primary ok; equipment ok; category ok; movement ok; score=0.596"
"71","Reverse fly manubri","none","734","Reverse Flyes","https://raw.githubusercontent.com/yuhonas/free-exercise-db/main/exercises/Reverse_Flyes/0.jpg | https://raw.githubusercontent.com/yuhonas/free-exercise-db/main/exercises/Reverse_Flyes/1.jpg","none","nessuna fonte interna o locale affidabile trovata","none","false","false","nessun candidato con compatibilita sufficiente"
"72","Rear delt fly ai cavi","none","21","Face pull","https://raw.githubusercontent.com/yuhonas/free-exercise-db/main/exercises/Face_Pull/0.jpg | https://raw.githubusercontent.com/yuhonas/free-exercise-db/main/exercises/Face_Pull/1.jpg","none","nessuna fonte interna o locale affidabile trovata","none","false","false","nessun candidato con compatibilita sufficiente"
"74","Tirate al mento","imported_dataset","976","Upright Barbell Row","https://raw.githubusercontent.com/yuhonas/free-exercise-db/main/exercises/Upright_Barbell_Row/0.jpg | https://raw.githubusercontent.com/yuhonas/free-exercise-db/main/exercises/Upright_Barbell_Row/1.jpg","high","alias esplicito; muscolo principale compatibile; attrezzatura compatibile; categoria compatibile; movimento compatibile; 2 immagini disponibili","alias","true","true","primary ok; equipment ok; category ok; movement ok; score=1"
"75","Extrarotazioni al cavo","none","21","Face pull","https://raw.githubusercontent.com/yuhonas/free-exercise-db/main/exercises/Face_Pull/0.jpg | https://raw.githubusercontent.com/yuhonas/free-exercise-db/main/exercises/Face_Pull/1.jpg","none","nessuna fonte interna o locale affidabile trovata","none","false","false","nessun candidato con compatibilita sufficiente"
"76","Extrarotazioni con elastico","none","149","Band pull-apart","https://raw.githubusercontent.com/yuhonas/free-exercise-db/main/exercises/Band_Pull_Apart/0.jpg | https://raw.githubusercontent.com/yuhonas/free-exercise-db/main/exercises/Band_Pull_Apart/1.jpg","none","nessuna fonte interna o locale affidabile trovata","none","false","false","nessun candidato con compatibilita sufficiente"
"77","Landmine press","manual_review","67","Military press","https://raw.githubusercontent.com/yuhonas/free-exercise-db/main/exercises/Standing_Military_Press/0.jpg | https://raw.githubusercontent.com/yuhonas/free-exercise-db/main/exercises/Standing_Military_Press/1.jpg","medium","alternativa interna collegata; muscolo principale compatibile; attrezzatura compatibile; categoria compatibile; movimento compatibile; 2 immagini disponibili","alias","false","false","primary ok; equipment ok; category ok; movement ok; score=0.7533"
"83","Affondi camminati","none","255","Bodyweight Squat","https://raw.githubusercontent.com/yuhonas/free-exercise-db/main/exercises/Bodyweight_Squat/0.jpg | https://raw.githubusercontent.com/yuhonas/free-exercise-db/main/exercises/Bodyweight_Squat/1.jpg","none","nessuna fonte interna o locale affidabile trovata","none","false","false","nessun candidato con compatibilita sufficiente"
"84","Bulgarian split squat","manual_review","255","Bodyweight Squat","https://raw.githubusercontent.com/yuhonas/free-exercise-db/main/exercises/Bodyweight_Squat/0.jpg | https://raw.githubusercontent.com/yuhonas/free-exercise-db/main/exercises/Bodyweight_Squat/1.jpg","medium","muscolo principale compatibile; attrezzatura compatibile; categoria compatibile; 2 immagini disponibili","fuzzy","false","false","primary ok; equipment ok; category ok; movement no; score=0.47"
"86","Goblet squat talloni rialzati","manual_review","2","Goblet squat","https://raw.githubusercontent.com/yuhonas/free-exercise-db/main/exercises/Goblet_Squat/0.jpg | https://raw.githubusercontent.com/yuhonas/free-exercise-db/main/exercises/Goblet_Squat/1.jpg","medium","alternativa interna collegata; muscolo principale compatibile; attrezzatura compatibile; categoria compatibile; movimento compatibile; 2 immagini disponibili","alias","true","true","primary ok; equipment ok; category ok; movement ok; score=0.7533; allowlist approvata"
"88","Spanish squat","manual_review","1","Squat corpo libero","https://raw.githubusercontent.com/yuhonas/free-exercise-db/main/exercises/Bodyweight_Squat/0.jpg | https://raw.githubusercontent.com/yuhonas/free-exercise-db/main/exercises/Bodyweight_Squat/1.jpg","medium","alternativa interna collegata; muscolo principale compatibile; categoria compatibile; movimento compatibile; 2 immagini disponibili","alias","false","false","primary ok; equipment no; category ok; movement ok; score=0.57"
"89","Reverse lunge","none","255","Bodyweight Squat","https://raw.githubusercontent.com/yuhonas/free-exercise-db/main/exercises/Bodyweight_Squat/0.jpg | https://raw.githubusercontent.com/yuhonas/free-exercise-db/main/exercises/Bodyweight_Squat/1.jpg","none","nessuna fonte interna o locale affidabile trovata","none","false","false","nessun candidato con compatibilita sufficiente"
"90","Sissy squat assistito","manual_review","255","Bodyweight Squat","https://raw.githubusercontent.com/yuhonas/free-exercise-db/main/exercises/Bodyweight_Squat/0.jpg | https://raw.githubusercontent.com/yuhonas/free-exercise-db/main/exercises/Bodyweight_Squat/1.jpg","medium","muscolo principale compatibile; attrezzatura compatibile; categoria compatibile; movimento compatibile; 2 immagini disponibili","metadata","false","false","primary ok; equipment ok; category ok; movement ok; score=0.61"
"94","Leg curl fitball","manual_review","196","Ball Leg Curl","https://raw.githubusercontent.com/yuhonas/free-exercise-db/main/exercises/Ball_Leg_Curl/0.jpg | https://raw.githubusercontent.com/yuhonas/free-exercise-db/main/exercises/Ball_Leg_Curl/1.jpg","medium","muscolo principale compatibile; attrezzatura compatibile; categoria compatibile; movimento compatibile; 2 immagini disponibili","metadata","true","true","primary ok; equipment ok; category ok; movement ok; score=0.68; allowlist approvata"
"97","Back extension glute focus","manual_review","456","Glute Kickback","https://raw.githubusercontent.com/yuhonas/free-exercise-db/main/exercises/Glute_Kickback/0.jpg | https://raw.githubusercontent.com/yuhonas/free-exercise-db/main/exercises/Glute_Kickback/1.jpg","medium","muscolo principale compatibile; categoria compatibile; movimento compatibile; 2 immagini disponibili","fuzzy","false","false","primary ok; equipment no; category ok; movement ok; score=0.436"
"98","Abductor machine","none","364","Dip Machine","https://raw.githubusercontent.com/yuhonas/free-exercise-db/main/exercises/Dip_Machine/0.jpg | https://raw.githubusercontent.com/yuhonas/free-exercise-db/main/exercises/Dip_Machine/1.jpg","none","nessuna fonte interna o locale affidabile trovata","none","false","false","nessun candidato con compatibilita sufficiente"
"99","Cable kickback","manual_review","653","One-Legged Cable Kickback","https://raw.githubusercontent.com/yuhonas/free-exercise-db/main/exercises/One-Legged_Cable_Kickback/0.jpg | https://raw.githubusercontent.com/yuhonas/free-exercise-db/main/exercises/One-Legged_Cable_Kickback/1.jpg","medium","muscolo principale compatibile; attrezzatura compatibile; categoria compatibile; movimento compatibile; 2 immagini disponibili","metadata","true","true","primary ok; equipment ok; category ok; movement ok; score=0.68; allowlist approvata"
"100","Single leg Romanian deadlift","manual_review","930","Stiff-Legged Dumbbell Deadlift","https://raw.githubusercontent.com/yuhonas/free-exercise-db/main/exercises/Stiff-Legged_Dumbbell_Deadlift/0.jpg | https://raw.githubusercontent.com/yuhonas/free-exercise-db/main/exercises/Stiff-Legged_Dumbbell_Deadlift/1.jpg","medium","muscolo principale compatibile; attrezzatura compatibile; categoria compatibile; 2 immagini disponibili","fuzzy","false","false","primary ok; equipment ok; category ok; movement no; score=0.44"
"101","Hip thrust macchina","manual_review","683","Physioball Hip Bridge","https://raw.githubusercontent.com/yuhonas/free-exercise-db/main/exercises/Physioball_Hip_Bridge/0.jpg | https://raw.githubusercontent.com/yuhonas/free-exercise-db/main/exercises/Physioball_Hip_Bridge/1.jpg","medium","muscolo principale compatibile; categoria compatibile; movimento compatibile; 2 immagini disponibili","fuzzy","false","false","primary ok; equipment no; category ok; movement ok; score=0.436"
"102","Frog pump","none","267","Butt Lift (Bridge)","https://raw.githubusercontent.com/yuhonas/free-exercise-db/main/exercises/Butt_Lift_Bridge/0.jpg | https://raw.githubusercontent.com/yuhonas/free-exercise-db/main/exercises/Butt_Lift_Bridge/1.jpg","none","nessuna fonte interna o locale affidabile trovata","none","false","false","nessun candidato con compatibilita sufficiente"
"103","Nordic curl assistito","manual_review","196","Ball Leg Curl","https://raw.githubusercontent.com/yuhonas/free-exercise-db/main/exercises/Ball_Leg_Curl/0.jpg | https://raw.githubusercontent.com/yuhonas/free-exercise-db/main/exercises/Ball_Leg_Curl/1.jpg","medium","muscolo principale compatibile; categoria compatibile; movimento compatibile; 2 immagini disponibili","fuzzy","false","false","primary ok; equipment no; category ok; movement ok; score=0.436"
"105","Adductor machine","imported_dataset","955","Thigh Adductor","https://raw.githubusercontent.com/yuhonas/free-exercise-db/main/exercises/Thigh_Adductor/0.jpg | https://raw.githubusercontent.com/yuhonas/free-exercise-db/main/exercises/Thigh_Adductor/1.jpg","high","alias esplicito; muscolo principale compatibile; attrezzatura compatibile; categoria compatibile; movimento compatibile; 2 immagini disponibili","alias","true","true","primary ok; equipment ok; category ok; movement ok; score=1"
"106","Standing calf raise macchina","manual_review","107","Seated calf raise","https://raw.githubusercontent.com/yuhonas/free-exercise-db/main/exercises/Seated_Calf_Raise/0.jpg | https://raw.githubusercontent.com/yuhonas/free-exercise-db/main/exercises/Seated_Calf_Raise/1.jpg","medium","alternativa interna collegata; muscolo principale compatibile; attrezzatura compatibile; categoria compatibile; movimento compatibile; 2 immagini disponibili","alias","false","false","primary ok; equipment ok; category ok; movement ok; score=0.772"
"110","Single leg calf raise","manual_review","10","Standing calf raise","https://raw.githubusercontent.com/yuhonas/free-exercise-db/main/exercises/Standing_Calf_Raises/0.jpg | https://raw.githubusercontent.com/yuhonas/free-exercise-db/main/exercises/Standing_Calf_Raises/1.jpg","medium","alternativa interna collegata; muscolo principale compatibile; attrezzatura compatibile; categoria compatibile; movimento compatibile; 2 immagini disponibili","alias","true","true","primary ok; equipment ok; category ok; movement ok; score=0.7533; allowlist approvata"
"113","Curl cavo","manual_review","474","High Cable Curls","https://raw.githubusercontent.com/yuhonas/free-exercise-db/main/exercises/High_Cable_Curls/0.jpg | https://raw.githubusercontent.com/yuhonas/free-exercise-db/main/exercises/High_Cable_Curls/1.jpg","medium","muscolo principale compatibile; attrezzatura compatibile; categoria compatibile; movimento compatibile; 2 immagini disponibili","metadata","false","false","primary ok; equipment ok; category ok; movement ok; score=0.7267"
"114","Curl panca Scott","imported_dataset","700","Preacher Curl","https://raw.githubusercontent.com/yuhonas/free-exercise-db/main/exercises/Preacher_Curl/0.jpg | https://raw.githubusercontent.com/yuhonas/free-exercise-db/main/exercises/Preacher_Curl/1.jpg","high","alias esplicito; muscolo principale compatibile; attrezzatura compatibile; categoria compatibile; movimento compatibile; 2 immagini disponibili","alias","true","true","primary ok; equipment ok; category ok; movement ok; score=1"
"117","Reverse curl","manual_review","792","Seated Palm-Up Barbell Wrist Curl","https://raw.githubusercontent.com/yuhonas/free-exercise-db/main/exercises/Seated_Palm-Up_Barbell_Wrist_Curl/0.jpg | https://raw.githubusercontent.com/yuhonas/free-exercise-db/main/exercises/Seated_Palm-Up_Barbell_Wrist_Curl/1.jpg","medium","muscolo principale compatibile; attrezzatura compatibile; categoria compatibile; movimento compatibile; 2 immagini disponibili","metadata","false","false","primary ok; equipment ok; category ok; movement ok; score=0.62"
"119","French press","imported_dataset","587","Lying Close-Grip Barbell Triceps Extension Behind The Head","https://raw.githubusercontent.com/yuhonas/free-exercise-db/main/exercises/Lying_Close-Grip_Barbell_Triceps_Extension_Behind_The_Head/0.jpg | https://raw.githubusercontent.com/yuhonas/free-exercise-db/main/exercises/Lying_Close-Grip_Barbell_Triceps_Extension_Behind_The_Head/1.jpg","high","alias esplicito; muscolo principale compatibile; attrezzatura compatibile; categoria compatibile; movimento compatibile; 2 immagini disponibili","alias","true","true","primary ok; equipment ok; category ok; movement ok; score=1"
